Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-23 14:30:00+00:00,1110.7501220703125,1115.47998046875,1103.52001953125,1105.369873046875,867873,254.64959716796875,255.61000061035156,253.9499969482422,254.8249969482422,1090464,219.91000366210938,220.64999389648438,219.75,220.27139282226562,3341363,259.4200134277344,259.67999267578125,258.7300109863281,259.3999938964844,2852790,739.77001953125,740.989990234375,737.780029296875,740.5399780273438,945101
2025-10-23 15:30:00+00:00,1105.0,1108.6400146484375,1099.72998046875,1108.5450439453125,1203518,254.8699951171875,255.57989501953125,254.22000122070312,255.35009765625,1033282,220.26499938964844,220.36000061035156,219.3914031982422,220.07000732421875,2236159,259.3999938964844,260.6199035644531,259.0834045410156,260.0400085449219,3168121,740.760009765625,742.0800170898438,737.717529296875,738.52001953125,891092
2025-10-23 16:30:00+00:00,1108.4959716796875,1116.5,1107.1099853515625,1111.3299560546875,834786,255.38999938964844,255.47999572753906,254.41000366210938,254.61000061035156,1062244,220.05999755859375,220.68380737304688,219.75,219.77499389648438,2049627,260.04998779296875,260.54998779296875,259.5199890136719,259.8599853515625,2574209,738.39501953125,739.2426147460938,735.8800048828125,736.2000122070312,659913
2025-10-23 17:30:00+00:00,1111.725341796875,1117.280029296875,1111.3399658203125,1116.06005859375,524860,254.64999389648438,255.38400268554688,254.58999633789062,255.3699951171875,621593,219.76010131835938,220.7198028564453,219.6999969482422,220.60000610351562,2077692,259.8800048828125,260.42498779296875,259.8299865722656,259.9700012207031,3320192,736.0999755859375,738.1099853515625,734.739990234375,735.22998046875,1555111
2025-10-23 18:30:00+00:00,1116.0980224609375,1117.780029296875,1113.330078125,1115.280029296875,465731,255.36500549316406,255.38499450683594,254.2899932861328,254.4199981689453,1475381,220.58999633789062,221.2198028564453,220.25,220.96499633789062,2865120,259.9700012207031,260.0199890136719,259.6199951171875,259.8999938964844,2237171,735.2899780273438,735.8499755859375,733.10498046875,734.5250244140625,848857
2025-10-23 19:30:00+00:00,1115.5999755859375,1117.2900390625,1113.0,1113.199951171875,533684,254.44000244140625,254.5377960205078,253.30999755859375,253.74000549316406,2016241,220.97000122070312,221.3000030517578,220.6699981689453,221.08999633789062,4595149,259.9100036621094,260.04998779296875,259.0799865722656,259.5799865722656,3143856,734.5449829101562,735.3599853515625,733.5,734.0,1030315
2025-10-24 13:30:00+00:00,1111.0,1114.5,1096.4749755859375,1108.703125,1731700,257.29998779296875,262.510009765625,256.1000061035156,261.1499938964844,5691820,221.97000122070312,224.63999938964844,221.89999389648438,223.47999572753906,9977748,261.19000244140625,261.6199951171875,259.17999267578125,260.94140625,7287527,737.3200073242188,739.280029296875,732.2000122070312,736.2949829101562,2288601
2025-10-24 14:30:00+00:00,1108.9798583984375,1108.9798583984375,1094.510009765625,1098.5152587890625,993238,261.1499938964844,261.4649963378906,259.6499938964844,261.2349853515625,2223302,223.47000122070312,224.07000732421875,222.8704071044922,223.7899932861328,5240667,260.94000244140625,263.3599853515625,260.7900085449219,263.2799987792969,5490920,736.0999755859375,737.27001953125,731.1500244140625,733.6500244140625,1244080
2025-10-24 15:30:00+00:00,1098.75,1102.7799072265625,1095.1099853515625,1102.2320556640625,634239,261.260009765625,261.6300048828125,260.6300048828125,261.4150085449219,1411885,223.8000030517578,224.83880615234375,223.47000122070312,224.76519775390625,4956732,263.2900085449219,264.0299987792969,262.95001220703125,263.5799865722656,4458666,733.7899780273438,734.8087158203125,731.580078125,734.2050170898438,1087570
2025-10-24 16:30:00+00:00,1102.385009765625,1105.7498779296875,1102.1728515625,1102.250244140625,504246,261.4100036621094,262.2200012207031,261.0,261.80999755859375,1467413,224.75,225.25999450683594,224.5,224.83999633789062,3541318,263.5899963378906,263.7099914550781,262.8500061035156,263.6099853515625,2930456,734.3511962890625,737.6699829101562,734.3511962890625,737.34228515625,740572
2025-10-24 17:30:00+00:00,1102.4200439453125,1103.4998779296875,1099.75,1101.5,378292,261.7929992675781,262.25,261.57501220703125,262.0,1139624,224.83999633789062,225.39999389648438,224.63499450683594,224.85000610351562,2893965,263.6099853515625,264.1300048828125,263.4100036621094,264.0199890136719,2843868,737.4500122070312,738.9099731445312,736.6900024414062,738.531005859375,714355
2025-10-24 18:30:00+00:00,1101.800048828125,1102.3599853515625,1098.260009765625,1099.699951171875,491231,262.0400085449219,262.1300048828125,261.1000061035156,261.2438049316406,1122818,224.85499572753906,224.92999267578125,224.0800018310547,224.3350067138672,3037636,264.0249938964844,264.1000061035156,263.1499938964844,263.5,3187549,738.5850219726562,741.2100219726562,738.280029296875,739.3300170898438,1052833
2025-10-24 19:30:00+00:00,1099.4000244140625,1099.5,1094.4100341796875,1094.6800537109375,724433,261.2200012207031,261.34259033203125,260.29998779296875,260.5150146484375,2671214,224.3300018310547,224.6699981689453,224.08999633789062,224.25999450683594,4094096,263.510009765625,263.6600036621094,262.1300048828125,262.739990234375,4742484,739.2000122070312,739.60498046875,736.6599731445312,738.510009765625,922328
2025-10-27 13:30:00+00:00,1100.6700439453125,1100.6700439453125,1087.300048828125,1094.9599609375,1483810,265.364990234375,267.3399963378906,264.94000244140625,265.6400146484375,5470537,227.80999755859375,228.39999389648438,226.52000427246094,227.35279846191406,9051670,264.8800048828125,267.04998779296875,264.65008544921875,265.7300109863281,9319511,749.5700073242188,755.739990234375,748.530029296875,753.2777709960938,2857490
2025-10-27 14:30:00+00:00,1094.56005859375,1102.2498779296875,1094.56005859375,1101.06494140625,673129,265.6400146484375,267.1700134277344,265.0400085449219,267.07000732421875,2353304,227.34500122070312,227.45140075683594,226.61070251464844,226.93350219726562,3629663,265.739990234375,266.4200134277344,265.19500732421875,265.7099914550781,4050852,753.2800903320312,755.0,748.760009765625,750.4500122070312,1567034
2025-10-27 15:30:00+00:00,1101.469970703125,1101.469970703125,1095.16015625,1097.9449462890625,365850,267.07000732421875,267.80499267578125,266.8299865722656,267.58740234375,2056353,226.94000244140625,227.94000244140625,226.83999633789062,227.30999755859375,2823203,265.7099914550781,266.0899963378906,265.04998779296875,265.92999267578125,3517895,750.5081787109375,752.969970703125,750.1199951171875,750.8099975585938,1039657
2025-10-27 16:30:00+00:00,1097.9449462890625,1101.8499755859375,1097.9449462890625,1099.9100341796875,307730,267.6300048828125,268.45989990234375,267.3301086425781,268.32000732421875,1714036,227.32000732421875,227.88999938964844,227.1699981689453,227.3800048828125,2630249,265.94000244140625,266.125,265.510009765625,265.6199951171875,3331147,750.7659301757812,751.0599975585938,748.1699829101562,748.655029296875,1215900
2025-10-27 17:30:00+00:00,1100.0,1101.4798583984375,1098.860107421875,1100.0,251481,268.3299865722656,269.7699890136719,268.260009765625,269.4599914550781,2143246,227.38999938964844,227.96499633789062,227.3699951171875,227.82000732421875,2268413,265.6300048828125,266.0150146484375,265.510009765625,265.5950012207031,2171755,748.77001953125,751.52001953125,748.010009765625,750.9000244140625,711462
2025-10-27 18:30:00+00:00,1099.650146484375,1100.5799560546875,1097.02001953125,1097.4300537109375,359256,269.4849853515625,270.260009765625,268.6000061035156,268.8399963378906,2138145,227.82000732421875,228.0,225.5399932861328,226.72999572753906,6571248,265.5899963378906,267.3999938964844,265.4700012207031,267.2749938964844,4259189,750.9199829101562,751.5999755859375,750.0,750.72998046875,695283
2025-10-27 19:30:00+00:00,1097.18994140625,1097.3699951171875,1093.7000732421875,1094.300048828125,544448,268.8349914550781,270.70001220703125,268.6300048828125,269.8399963378906,2831943,226.73550415039062,227.52000427246094,226.5500030517578,226.97999572753906,4987011,267.2699890136719,269.0799865722656,267.2099914550781,268.739990234375,6996092,750.6799926757812,754.3400268554688,750.4976806640625,750.9600219726562,1284375
2025-10-28 13:30:00+00:00,1094.02001953125,1116.9798583984375,1093.00830078125,1109.0301513671875,1299551,269.989990234375,271.3800048828125,267.5299987792969,268.0199890136719,5376066,228.22000122070312,228.58999633789062,226.2100067138672,226.52000427246094,10054295,269.135009765625,269.8699951171875,268.25,268.6499938964844,11832766,752.989990234375,758.3900146484375,747.0001220703125,747.3499755859375,3103414
2025-10-28 14:30:00+00:00,1109.0301513671875,1109.19580078125,1101.0,1103.260009765625,427178,268.0199890136719,268.4671936035156,267.2200012207031,268.0,2329834,226.52999877929688,227.8800048828125,226.25,227.5500030517578,4415312,268.6423034667969,269.1400146484375,268.1499938964844,268.69720458984375,3550384,747.3400268554688,754.7000122070312,745.5200805664062,754.3499755859375,1786041
2025-10-28 15:30:00+00:00,1103.280029296875,1103.280029296875,1098.110107421875,1101.296142578125,318734,267.9905090332031,268.1600036621094,267.1700134277344,267.739990234375,1805470,227.5399932861328,229.22999572753906,227.14999389648438,229.11000061035156,6774729,268.69500732421875,269.0758056640625,268.3500061035156,268.9949951171875,2758052,754.375,754.7000122070312,750.5599975585938,751.9650268554688,1290682
2025-10-28 16:30:00+00:00,1101.2900390625,1105.6199951171875,1098.5999755859375,1103.755126953125,368228,267.75,268.9104919433594,267.4200134277344,268.772705078125,2182660,229.11000061035156,230.7899932861328,228.63040161132812,230.69000244140625,6313749,268.9800109863281,269.8699951171875,268.82000732421875,269.4949951171875,3503864,752.0700073242188,756.2100219726562,750.7999877929688,756.1099853515625,1305274
2025-10-28 17:30:00+00:00,1103.699951171875,1110.7900390625,1103.699951171875,1109.5,391136,268.7528991699219,269.05999755859375,268.5,268.831787109375,1509673,230.69000244140625,231.48500061035156,229.38999938964844,230.05239868164062,6155117,269.4949951171875,269.4949951171875,268.79998779296875,269.0902099609375,3181670,756.0549926757812,756.6500244140625,754.2000122070312,754.802978515625,829164
2025-10-28 18:30:00+00:00,1109.3900146484375,1111.4898681640625,1102.280029296875,1107.6800537109375,431355,268.8299865722656,268.8900146484375,268.0,268.739990234375,1566796,230.05999755859375,230.5299072265625,229.77000427246094,230.368896484375,3526028,269.1050109863281,269.44000244140625,268.7799987792969,269.20001220703125,4120349,754.9500122070312,755.6798706054688,752.0,753.7349853515625,983474
2025-10-28 19:30:00+00:00,1107.6600341796875,1107.9100341796875,1102.0,1102.510009765625,448157,268.75,268.8999938964844,268.0899963378906,268.44000244140625,2616932,230.35499572753906,230.44500732421875,228.57000732421875,229.24000549316406,4917812,269.20001220703125,269.3550109863281,268.6000061035156,269.0299987792969,5339653,753.6799926757812,753.6799926757812,750.7999877929688,751.3699951171875,1428081
